Name,Comment,Rating,
Potblogger,"Very sticky, very pleasant aroma, very attractive and packs incredible punch!",5,girl-scout-cookie
Herbwoman12,Amazon weed,5,girl-scout-cookie
OG_Heavy_D,"This works for me either way, if I want to sleep or if I want to be busy.  This is pretty potent stuff for sure.  I load up a chillum and take one good hit and I'm right where I want to be.  If I take another one it'll be lights out.  At 26% THC it hits hard but comes on slow.  I'm really enjoying this strain... right now, in fact.",4,girl-scout-cookie
Topagent,Give it a chance to kick in. Great balance and super smooth.,5,girl-scout-cookie
Stellar.D,This is an awesome strain! I usually lean toward more of an indica for evening use but tried it earlier in the day. I smoked a bunch thinking I was not getting high. It slowly creeps up on you. Left me feeling very happy and chill. I was still able to get stuff done but then relax when I was ready. Great strain! I will be buying this again!,5,girl-scout-cookie
Pentagon,"A classic high can spark creativity, relaxing enough to fall asleep in higher doses. Certainly makes me hungry. Can make me more social but can heighten anxiety in certain situations. ",4,girl-scout-cookie
redivan_1922,"Damn bro... this strain not only looks nice as hell it gave such a relaxing feeling, this is the strain i used to sleep for a while. Before i take a break I usually smoke everything i have in one day so im not tempted to smoke during the break lol so i did that with GSC i fucking greened out with 4gs i fell asleeps for 16 hrs, damn man. _Ÿ‘§_Ÿè»_Ÿçª_Ÿ_·â€çâ™‚ï¸è",4,girl-scout-cookie
cthenapper,"Very heavy and very nice, the buds are nice and dense to hold all the flavor and smell in. ",5,girl-scout-cookie
HouseWren,"It's not bad, but with all the hype it has, I was expecting more. It was a very mild high. Not unpleasant by any means, but overall unimpressive compared to a lot of other strains I've tried.",3,girl-scout-cookie
Ready2SmokeU,I LOVE GSC IN ALL FORMS FLOWER AND COCENTRATES Must Try It Yo,5,girl-scout-cookie
8ig_,"Definetly an energetic high for me, I usually feel happier as well!  Earthy smell to it as well.",4,girl-scout-cookie
F0urTw0zer0,decent,4,girl-scout-cookie
Hillbilly39,"Girl Scout Cookies is a nice hyrbid, very tasty, I got more of a Sativa feel from Girl Scout Cookies, not my favorite hybrid, but I can not say nothing bad about Girl Scout Cookies.",4,girl-scout-cookie
djnelson129,my favorite ,5,girl-scout-cookie
valliemaehem,"I got it in a cart, amazing definitely a go to from now on!",4,girl-scout-cookie
prayforgrantt,"this strain is definitely a favorite as iâ€™m always looking for it if a plug has in near me. gsc is an amazing strain i think every weed smoker needs to try. it combines the happiness and focus of a sativa with the soothing relaxing calming properties of an indica leaving u with an amazing strain that could be smoked at almost any time. this strain also helps wonders with insomnia, and lack of appetite",4,girl-scout-cookie
yellowbigcat,the taste of gsc was very prominate in this live resin!!,4,girl-scout-cookie
musicrespons,Not my favorite strain but it was definitely a top 10. I tried a Bloom cartridge. They tend to be fruitier than other brands Iâ€™ve learned and this tastes great from them. Might be a different experience with someone else.   Puts you down fast and into an introspective mood.  ,4,girl-scout-cookie
Sumatrasu82,Great for getting focused. Great catch at Beyond Hello.,5,girl-scout-cookie
xsebrox,"I expected more of a desert tasting smoke but was still relatively pleased with the overall characteristics of the strain. Unfortunately, whoever grew this did not do a proper flush so the smoke was somewhat harsh and you could still taste nutrients within the bud.   The overall appearance was appealing with bright orange hairs and light green hue. I had the â€œBernerâ€™s Cookiesâ€ù variant of the strain (80% Sativa / 20% Indica) which produced an energetic effect that boosted creativity and productivity.   Overall, I enjoyed this strain. I wanted a little more flavor but it could have been lacking because of the growerâ€™s lack of flushing the cannabis at the end. I will be trying this again and possibly choosing this strain to grow. ",4,girl-scout-cookie
Skylarprather23,I love every rendition of the GSC strain,5,girl-scout-cookie
BACONFLIPZ,"This strain has been in my top 3 favorite strains for years. In bud form, itâ€™s crunchy, super kiefy and tastes/smells delicious. Itâ€™s a smooth smoke as well. Iâ€™m currently vaping it right now and it has the same effects. Mellow, giggly, not a care in the world. It feels like the weight of the world is uplifted from my shoulders (even though I just woke up from an incredibly long nap) and when all is said and done, Iâ€™ll be too tired for anything to really bother me and Iâ€™ll cruise back into my bed for another great nap. ",5,girl-scout-cookie
Inygma,this train is very cerebral and launches pretty quickly it's a little more reminiscent to me of the old days stuff I used to buy in that it's a pretty much all enveloping experience first time to try it today another great offering from our local shop in Sulphur Oklahoma it's not one,5,girl-scout-cookie
lilmama8118,This is one of my favorite strain now and I would recommend that to people in a heartbeat,5,girl-scout-cookie
reba627,"One of my faves, a couple of hits off of a vape and Iâ€™ve got a nice floaty high. Watching tv seems to move in slow motion and very relaxed.",5,girl-scout-cookie
TreeGuyy,Still to this day is my all time favorite strain. Its nice and sweet and it tastes amazing. Never fails to make me all happy in both dab pen and actual bud. Highly recommend.,5,girl-scout-cookie
RandomOkie,always hits the spot good taste good smell usually presses into good rosin recomend night time use,5,girl-scout-cookie
makani9three,"I am really enjoying Pono Life Maui's girl scout cookies. The &quot;Maui Cookies&quot; has everything that's expected from high quality cookie strains, big and very dense nugs, pungent smell, and a flavor that's nostalgic and soothing. Another solid strain from Pono Life Maui.",5,girl-scout-cookie
Dyslexia,"I love the taste and effects of GSC, any time of day! Euphoric, and cerebral, but not as helpful for insomnia.",5,girl-scout-cookie
Mw08391,phenomenal day time flower selection ,5,girl-scout-cookie
flowwwers,"good almighty, i have met you. flowing around in a big soup of molecules and chemical compounds. so drifting along, so nicely. screaming, but in a gorgeous way. showing me nature. speeding, but in a soft kind of way. showing me so many new things.   great strain yeah, something like that",5,girl-scout-cookie
Edan_highAllTheTime,This shit is perfect. For me it kicked in with the sativa effects and lasted 2 hours. After that I was sleeping like a baby for 12 hours!!!,5,girl-scout-cookie
Santanaboss89,Expected way too much. Very strong however and euphoric. Eating a lot ,5,girl-scout-cookie
Mdvcee,Wowzers,5,girl-scout-cookie
Matfly,"trÃ¨s bonne weed, la fumÃ©e est Ã©paisse et le goÃ»t trÃ¨s prononcÃ©, rond et profond",5,girl-scout-cookie
Okcgolfer,Second to King Louis on best sleep strain. ,4,girl-scout-cookie
TrapstarCZ,"Dank higher mids. 10/g, great taste.",4,girl-scout-cookie
cranes,"Standard stuff. Very average, run of the mill--classic!--yet typical stuff. You won't be disappointed.",3,girl-scout-cookie
MrsRachBall13,taste good and last a really long time and almost slows time down definitely favorite,5,girl-scout-cookie
Eastcoastrising,"Picked some of this up from CuraLeaf in South Florida (vape cart) and it's my go to strain after work to unwind without falling asleep. Very mellow and calm, but I wouldn't recommend if you have a bunch of shit to do (I found myself dragging though the days errands after a few good hits on my vape). I would definitely get some of this again ",4,girl-scout-cookie
Rtimd2,Great high. Gets us super ripped.  ,5,girl-scout-cookie
octosquid,"It's not too bad, but not my favourite. Prefer Pineapple Express. Tends to increase my paranoia/sometimes makes me hear things that aren't there. But I am also on psychiatric medications (lamotrigine, moclobemide, vyvanse) so that could possibly contribute to that.",4,girl-scout-cookie
96masonraley96,this strain is extremely powerfull actually made me feel like things were warping as if on shrooms ,5,girl-scout-cookie
jkrwarner,test review,4,girl-scout-cookie
reneefasano,"This strain is one I can function on, but definitely not a daytime one for me. I can hang out for a while, but once I get too tired, I'm out.",5,girl-scout-cookie
Salvy267,Euphoric and relaxing. Mellowed out but still engaged in activities,5,girl-scout-cookie
SafetyLast,"This classic came in small, dark green hairs with dark but bright orange hairs protruding from behind every tiny leaf. The smell is earthy, almost skunky in a sense. It tastes and feels like a sativa with some added benefits of indica. One of those benefits is the time-warping effect I've come to love from high powered indicas. It expresses it's sativa genes through a calm and clear mind, perfect for relieving stress and getting in a short workout. The last mentioned is a very rare effect for me. All in all a good strain, not too overpowering but very versatile.",4,girl-scout-cookie
NTGboi,"sweet flavor, great for calming stress",5,girl-scout-cookie
brett10,Great,5,girl-scout-cookie
TheOtherOne8w,"GSC is a very good strain if a buzzy head high is what you're looking for. The body effects were slim though. My thoughts were racing a mile a minute from one thing to the next but not in a bad way, just very mentally stimulating. After the initial high wore off I was left floating around in a cloud for the next few hours without the ability to give a fuck about about anything. It was a very welcome change from my overly anxious, OCD self. So yeah, I recommend GSC if you want something mentally stimulating but you'd do better looking somewhere else if a strong body stoned feeling is what you're after.",4,girl-scout-cookie
Rjrttu86,Didnâ€™t care for this strain as much felt like I had to smoke twice as much in comparison. It worked though.,3,girl-scout-cookie
Dylanarmando569,strong shit to sleep,5,girl-scout-cookie
Midnighttoker101,Have only tried the pen taste terrible. Don't know why.The high is relaxing. Will try the flower next time for sure.,4,girl-scout-cookie
Damage6Cx,Epichappy mellow,5,girl-scout-cookie
Oliviaroxhard,I think this strain is the closes to the FIRST OG Kush IN 99' as it is  dark green if grown indoors and makes you feel relaxed yet it is a little bit of a sativa  so you are not&quot; in da couch&quot;.,4,girl-scout-cookie
Allyarea51,"I had smoked the flower once, and was satisfied. This time I vaped it, and it kicked my butt! AND took my back and hip pain away. I smoke it an hour or two before I want to sleep and it always delivers and I sleep for at least four hours or more, which is a miracle for this life long insomniac. Highly recommend for vaping;.",5,girl-scout-cookie
nixx_sin,"I give it two stars because itâ€™s not working for me anymore.  This is the first strain I tried for my anxiety and at first it seemed to help. Not a whole lot but a little bit, it gave me my appetite back which I was really happy about.  After a few weeks it didnâ€™t seem to help much and it made my anxiety a little worse so Iâ€™ve stopped using it.  Maybe in the future Iâ€™ll try it again and see if somethings changed ",2,girl-scout-cookie
mevme,"soft and sweet - while I am still in the beginning of my high, I'd like to say that HAD is a very soft creep up weed, and fogginess is naught. not gonna lie, not sure about the side effects, since I legit haven't finished. I just like the relaxation and sweet effects. ",4,girl-scout-cookie
Makpilk,"Smoked this strain with my boyfriend the other night. He spent the entire night crying in his car about his parents dying, who are both still alive and well. Other than that, great strain. ",5,girl-scout-cookie
missbaltimore,"Light green with a few orange hairs. It has a ton of crystals, almost looks frosted or dusted with diamonds. Medium dryness. It hits hard but smooth with an earthy aftertaste. It definitely didnâ€™t disappoint (my first time smoking this strain) but itâ€™s not my favorite. ",4,girl-scout-cookie
Ryguy122436,Amazing Medication !!!!,5,girl-scout-cookie
Elijahn_21,Overall very potent strain. Great to use with friends. Not my favorite of all highs. Extremely paranoid when used.,2,girl-scout-cookie
KoolKatKelsey1,"I am a lightweight when it comes to smoking so the higher I can get with the least amount of weed, the better. And this strain definitely delivers.  I am also a person that gets reverse effects (for me an Indica feels like a Sativa would for most people, and vice versa). So with this strain being a hybrid, I get the best of both worlds!",5,girl-scout-cookie
Jugg4lo,"It's honestly a really good strain. Good taste. Nice effects. Appealing smell. On the flipside, I feel it's a tad over rated. Seems as if the name is more desired than the strain itsself.",4,girl-scout-cookie
tluke,"This strain, from a recreational sense, is one of the best in my opinion! I mean, itâ€™s giggly, euphoric, energetic, and I didnâ€™t notice some usual side effects I notice from other strains (especially the munchies). This is a go-to for nights out on the town with friends!",4,girl-scout-cookie
JustAPlant,The perfect green. Good stuff!,5,girl-scout-cookie
keif_bud,the strain is good like most but it's been two days after I smoked and I have this throbbing migraine because the sativa is so strong in this strain and I did so much in one evening. would recommend just not alot in one night,4,girl-scout-cookie
GiveAShit,Awesome!,5,girl-scout-cookie
sugarleaves,"Great for chronic pain! This strain has a smooth, sweet finish and gives a very nice, relaxing and euphoric cerebral high. I feel content and relaxed yet  I still know I am able to get things done.",5,girl-scout-cookie
CountKeefula,solid,4,girl-scout-cookie
stonerserpent17,"Really tasty and  nice stony vibe. The original strain has  more of a sativa type of high.none the less, i still enjoyed the strain. Its probably best for beginners with a light tolerance who are looking for taste rather than potency.",3,girl-scout-cookie
lord_colossus,"Just got it this morning, but first impression is I think I have a new favorite strain. Mood is uplifted, some euphoria, hugely relaxing, giggling, food is delicious, stoner rock sounds amazing, strong potency.",5,girl-scout-cookie
FREDGLANDspurt,"AH GSC! Straight up NUmber 2 in my book, OG DURB!",5,girl-scout-cookie
KirkMD,Grassroots GSC from Curio. outstanding taste and effect. Long lasting. relaxation and comfort is how I describe it...,5,girl-scout-cookie
HunterMoose,"Smoked some of this, then ate 3 whole pizzas with my eyes closed before falling asleep for 16 hours",5,girl-scout-cookie
vomdisions,"Is there really any comparison? Girl Scot Cookies is the tippy top of the top notch strains. Smooooth Sativa effects, extremely euphoric with a v chill body high. The last taste on the back of your tongue is identical to Thin Mint Girl Scout cookies. I dare you to smoke some of this and remain in a bad mood. You CANT! ",5,girl-scout-cookie
COmemes,"_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ we do sell top shelf marijuana buds and carts at wholesale prices with a safe and guaranteed local and international shipping contact us via the following means  wickr: skunkmemes telegram: cbdisolate text/whatsapp: +1(424)256-8604  Durban poison green crack Jack herer granddaddy purple acdc blue dream cheese blue cheese northern lights master kush gorilla glue tangie og fire og   stiiizy, Mario, danks...",5,girl-scout-cookie
Bluntfarm,"_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ we do sell top shelf marijuana buds and carts at wholesale prices with a safe and guaranteed local and international shipping contact us via the following means  wickr: skunkmemes telegram: cbdisolate text/whatsapp: +1(424)256-8604  Durban poison green crack Jack herer granddaddy purple acdc blue dream cheese blue cheese northern lights master kush gorilla glue tangie og fire og   stiiizy, Mario, danks...",5,girl-scout-cookie
delivery420,"Looking for consistent east coast/Mid coast. I carry a large selection of Indoor products at different price ranges. (Contact me for an updated menu). I carry products all year round so consistency is assured. I have been in the industry for awhile now so please donâ€™t try to ask for consignment; only cash before shipment. If you want to start off small and work your way up to build a business foundation; I will work with as low as an Oz (I have a small selection on zips). Serious Inquires Only!  Contact me at ?(845) 391-0160   Now serving clone, please ask for menu update.",5,girl-scout-cookie
localconnect,Top shelf medical marijuana indoor. We deliver discreetly....  douwnload wickr from app store or playstore and add me up with user name  Wickr...medicalcare  BLUE DREAM  BUBBA KUSH MASTER KUSH  LEMMON HAZ WHITE WIDOW GREEN CRACK  SOUR DIESEL GIRL SCOUT COOKIES SOUR DIESEL   GRAND DADDY   OG KHUSH  DARK ANJA  RED MAJIC  MANGO KHUSH  BANANA KHUSH  PURPLE HAZE  MOONROCKS ORANGE KHUSH  Shipping also available discreetly to all states   TOP SHELF only  .... douwnload wickr from app store or playstore and add me up with user name wickr...medicalca,5,girl-scout-cookie
LAnorm,"_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ we do sell top shelf marijuana buds and carts at wholesale prices with a safe and guaranteed local and international shipping contact us via the following means  wickr: package text/whatsapp: +1(240)-233-6746  Durban poison green crack Jack herer granddaddy purple acdc blue dream cheese blue cheese northern lights master kush gorilla glue tangie og fire og   stiiizy, Mario, danks...",5,girl-scout-cookie
Gabet34,More of a head High made everything sound quieter lasted around 2 1/2 hours,2,girl-scout-cookie
SouthAfricanMongoose,Makes you super relaxed and in tune with everything,5,girl-scout-cookie
Feedizzal,"Dense, heady, zoned. Night Smoke ",3,girl-scout-cookie
Augie_Doggie,relieved my headache quickly...  Eye stress relief was instant   Inflammation was relieved from my sinuses to my knees     Pain relief is clearly evident   Head space has improved dramatically   Iâ€™m post concussive with multiple permanent physical injuries... and I was having a shitty day   :),5,girl-scout-cookie
Double-U420,Ostie que sa ma gler ste strain la. Fait trÃ¨s bien sa job au niveau du stress et la depression it was  perfect,1,girl-scout-cookie
Hippysoulrider,Not to heavy good taste ,4,girl-scout-cookie
coryst,Average ,4,girl-scout-cookie
Princess420Peach,"iâ€™ve had GSC a lot and itâ€™s always a hit or miss for me. nice soft buds that break down really nicely. gives you a relaxed, noddle effect to me. nice to use at bedtime or when iâ€™m relaxing between chores. ",4,girl-scout-cookie
Torilovexx,"I like this strain! It makes me feel creative, happy, productive, without making me sleepy or hungry. ",5,girl-scout-cookie
braindabs,"Very strong. Turns me into happy chatty Kathy. Be prepared to talk with you mouth full! Man, this one gives me the munchies like crazy.",5,girl-scout-cookie
Anxietyguy,Way to high. My thoughts sent me into a panic. Not a good choice. ,2,girl-scout-cookie
sarahhhhhhhh,"everyone seems to love this strain so much but i personally hate it. itâ€™s not for me. i bought this a bit ago and was upset because i thought my tolerance was just too high because i smoke everyday and wasnâ€™t getting high a bit not matter how many bowls i smoked. bought a different strain, and got high. purchased this again and now iâ€™m realizing itâ€™s this strain. i donâ€™t like.",1,girl-scout-cookie
zerocool1903,lorem ipsum,4,girl-scout-cookie
LadyoftheLeaf,"I've tried this a few times now and it's just not for me. I don't feel relaxed, or energetic. Just hazy and  apathetic, despite trying different things (Netflix, yoga, with friends, alone). I prefer Blue Dream or Pineapple Express for hybrids. ",2,girl-scout-cookie
Nunyabiznazz,"Great strain, but MOTHERFUCK BERNER and his &quot;Cookie&quot; company for trying to HOARD genetics like this..... keeping NATURE from PATIENTS with their laughable hologram packaging to claim &quot;the real deal&quot; but baby..... the people wanted it and the CALI CONNECTION MADE IT HAPPEN.",2,girl-scout-cookie
reeferdankness,"The most over rated strain on the market!  Grew a pack of 5. got 4 different pheno's. Don't get me wrong the weed was pleasant to smoke and had decent flavour/strength but nothing special.   One pheno turned purple and had a very sweet flavour (probably the best of the lot) but even that was nothing to write home about.  On the upside it was very nice weed to vape at 200c in my volcano. Plenty of flavours when vaped but lost a lot of them when being smoked at higher temps.  If you are thinking about growing this I'd give it a miss, there are many much better strains on the market. If you have the opportunity to smoke a bud, go for it....",2,girl-scout-cookie
tgarcia75,I have an allergic reaction to this strain and have to take an allergy pill to feel better. Crazy. ,1,girl-scout-cookie
MizzOto,"I purchased like 14gms of this strain, because I read the reviews on here (Leafly).  I was sadly disappointed, I barely got a buzz.  I was pissed, because I was expecting to at least get a buzz. Not happening.  I am a long time smoker and have an exceptional high tolerance for weed.  It looked good, nice and sticky, smelled good.  What a bummer.",1,girl-scout-cookie
Zummi11,This review is all wrong!!! Girl Scout cookies is F1-Durbin crosses  with an OG!  A bet  you all you fake people that smoke weed donâ€™t even know what F1-Durbin is and Iâ€™m almost 100% sure none of you smoked it!!!! Matter of fact I know you guys havenâ€™t smoked it. A lot of the Girl Scout cookies you guys are smoking is a knock off!!!!!! I grow and I know a lot of people in Industry and culture... ,4,girl-scout-cookie
,OGK (OG Kush) Reviews,,
retnolsmiff,"The best strain of cannabis if I had the ultimate say so, the true definition of dank. Purchase in large quantities if possible, as it can heal in multiple facets. Can you work out after smoking it? Hell yeah. Can you sit on the couch all day and play the Playstation? You damn right. I love it, truly, and if it was all I could ever smoke, I'd die a happy and high fella. Peace to all. ",5,og-kush
flyguywill,"These nugs were dark and massive, fairly dense with a piney chocolate smell and covered in orange hairs and crystals. Overall it looked like the definition of DANK, very difficult to bust up too. But the high was something else, very uplifting and social buzz kicks in within a few minutes followed by euphoria and body buzz, powerful and very talkative high. A MUST TRY!! dont pass it up, its a beautiful strain!",4,og-kush
Anonymous,"I was diagnosed with ADD last year at the age of 19 and my life completely changed; unfortunately that included my ability to sleep. I've tried a number of pharmaceuticals to combat the late night effects of vyvanse (xanax and ambien to name a few), but they all just seemed to mess me up and still not do anything. I've been smoking for about 5 years but I never considered it as a sleep aid until about a month ago. After trying green crack, jack herer, bubba kush, cherry kush, and cheese (yes, I did figure out the difference between an indica and a sativa), I am completely settled on og kush. It's fast, hits hard, and leaves a unique numbness for hours. Absolutely perfect as a sleep aid. However, I would definitely recommed some sort of smell killer if you live with parents or un-apperciating peers. It can be quite...skunky.",4,og-kush
420IndigoChild,"For me and my girlfriend, smoking is a bonding experience. After each hit, I love talking with her, Whether it be about our day, us and our future, or life experiences or little things. This weed is GREAT for that, take your time with it, take a hit from the bong and let it take its course and fully hit you before taking another. Experience each kind of high. Each hit you take is a different high, so love it, stay in it, then tell it goodbye. This weed makes you very talkative and euphoric, just always make sure you smoke not upset. This weed is great to be open and intimate with. The only downfall is that it makes you so sleepy. Even after wake n bake, I want to go back to bed afterwards, and my body goes into hibernation mode. Save this for late at night, when the moon is in the sky just right, and you are ready to snuggle with the love, or the cats.",4,og-kush
LegitLogic,"Apparently got ahold of some very very very nicely grown OG Kush and I truly have to say this stuff is insanely amazing. Amazing balance between Head and Body it totally hits yu both ways, amazing for Migraines, Stress, Pain &amp; Spasms. A definite must try especially if it looks as crazy as my batch did.",5,og-kush
petethekoala,"This review is an update of a previous review I made a few months ago about our famous OG Kush that many consider as the god of cannabis, especially here on the West Coast. I first rated this strain as a 4 because the reality is, because of it's fame, a lot of growers planted this seed but after that only cared about money and the name so they ended up on the shelves with a somewhat average to no good product. Since then I tried a lot of good quality products in this range of strains so I have to give it back it's 5 (4,8 to be exact). This is a great herb that gives you both a powerful body and head buzz. Had a very fun and creative trip most of the times I was on this one. In term of taste it's a kush taste so Earth, Sweet, Pine,  Wood blended so it' become a Hashish mashup with citrus and herbal notes. It's great for party, socials, artistic creativity and hiking. Kills pain instantly. It can go either for anxiety (get rid of social anxiety in my case). Just be cautious if you're a new cannabis user because too much can make you really anxious and paranoid (happened to a friend and myself I was a little anxious on this one once). Just control yourself and the flaws I mentioned won't happen or will be easy to control. Not for beginners. Simply some of the best weed you can get if you're grower really care about his or her trade!",5,og-kush
chloholio,"I've been trying to find a strain that helps with my back pain and my insomnia. This killed two birds with one stone! I have a tic disorder, and this strain also has helped calm my nerves. It doesn't make me paranoid either. Great strain. ",5,og-kush
Josh135,"I don't know what it is about OG Kush and its ability to fight my pain. I have noticed that despite verying THC content in various bags over the past few years, it always calms my nerves and brings my pain to a level thats manageable. It has its own distinct terpene popping smell of pine and citrus that I believe play a huge role in its overall medicinal benefits.",5,og-kush
BIOteacherCBD,"Best euphoria when it's grown optimally ! Great for pain relief ,  starts strong in the head but not racey and mellows into a heavy body buzz.  Oddly , I have had versions which tended to be more sativa but these were clearance deals .",5,og-kush
mikeyinid,"Picked up a half O of OG Kush from a friend. It was not very good looking, mostly shake and leaves. Decided to make butter instead of kill myself smoking it. Decarbed it and simmered it for 3 hours then made snickerdoodle cookies bigger than my hand with the butter. Me and my GF split a cookie and I have never been more stoned in my life. I'm pretty well experienced in the edible department but these topped anything I'd ever had before. The effect of the OG Kush was stellar, hitting everything from the top of my head right down to my toes.",5,og-kush
demis,"Sense there is no info on &quot;Versace OG&quot; thought I'd drop a bit of knowledge. It's OG kush x Sour D x GDP. I love most og phenos along with most hybrids and must say this is my favorite hands down . Just tried and for that matter saw for the fest time today and it's fantastic in every way. The different flavors upon inhale and exhale are delicious and for first time in awile I'm super stoked to find a strain I've never tried , and enjoyed . 9.3/10",5,og-kush
GanjaGoddess410,"This is one of my all time favorite strains. Despite the fact that it's considered a Sativa dominant hybrid, I believe that it is much more Indica. The genetics are unknown, so I still believe that it's more Indica dominant.     This strain is a perfect example of a typical medical marijuana strain. For me, it helps with chronic Fibromyalgia pain, PTSD, PMS, insomnia, depression, anxiety, migraines, stress, etc.  It's a great strain for a variety of things. I wouldn't smoke it if you're trying to stay awake though.  It'll definitely give you some couch-lock, dry eyes, and dry mouth. But hey..are those side effects that bad compared to the side effects of prescription medications you could have prescribed for the problems I listed?     If you're looking for a silly, giggly Sativa high, I don't think you'll get it with this strain.     The buds are dense, and it has a very earthy smell, in my opinion. I would describe the scent as being like cinnamon, flowers, sweetness, and moss, all mixed together.     It's an extremely relaxing experience. I HIGHly suggest trying this strain.",4,og-kush
kurticus,Favourite strain. Long lasting high (almost 7 with a redose 30 mins after initial dose). Good taste. Heavy stone. Good for sleep. Helped with my AD/HD and Tourettes syndrome.  Can get pretty trippy. The king.  OG... Original Gangsta (:,5,og-kush
weazal,"SFV OG KUSH '88:  Wonderful come on! A warm, tropical tidal wave of euphoria carries you off oh so gently in it's embrace. Everything's soft, supple...literally feel embraced by a blanket. Soothing fuzzies cascade over your body. EVERYTHING feels good physically. The flawless, uplifted, and encouraging high would likely make sex down right transcendent.  Sound is easily the best I've ever heard (second maybe to Pre-98 Bubba Kush?). Music is so fucking rich and textured, hitting at ever level tactfully and emotionally.  Oh my good, this is exactly what acid feels like. Visuals are incredibly delayed/augmented (in a beautifully investing way). Quite nearly hallucinating here...  Haha, this is so fun! Mentally, TOTALLY GONE. Again, like acid, your head's in another place. Yet, there's a motivated energy that stays with you and keeps it uplifting. You will, unfortunately, get sleepy a little after halfway through. Not a negative crash, but a nap will sound SO GOOD.  This is your go-to high for shitty days. It's the equivalent of a loved one wrapping a big, warm blanket around you, erasing all your worries, and making you feel so happy and optimistic for the future. The kush element means it kicks ass for movies and music. Only downside is it can knock you out before you want it to - but that's indicas for ya.",4,og-kush
fangningsheng,"In my opinion, OG Kush is one of the standards that good cannabis should be measured by. OG is an incredibly well balanced indica dominant hybrid, with mellow, relaxing mental effects and a glowing body high. For me, OG is suitable for use almost anytime of day as it doesn't tend to over sedate me or make me paranoid or anxious unless I over-medicate. A classic, world-renowned strain that has certainly earned its reputation.",5,og-kush
UncleAcid,"An absolute classic strain, and a must try for those new to cannabis. Good strain to have in your medicine cabinet at all times!  Earthy, woody, piney and on occasion if you have the right phenotype, a little lemony. It hits fast and goes straight to your head, leaving one giggly, spacey, and  with a permanent grin plastered across their face.   Excellent for nausea, good for pain, GREAT for boredom or just hanging out. Good for any occasion really.  This is quite possibly in my top five favorite strains.   Just remember, you can't go wrong with OG Kush..",5,og-kush
FlopPack,stress melter. ...relaxed and gets me aroused!! great for sex...,5,og-kush
Beelzebub,"9/10 for me with this strain it's been very helpful for eating and for depression, i.e. No anxiety attacks or really much of any symptoms relating to my ptsd since I've been keeping this one in my rotation of meds. Recommending this highly to anyone out here looking for a strain to keep on their shelf that is consistent with inducing hunger. Buy this in bulk and thank me later (:  ",5,og-kush
JacksonSparrow,"Wow! Could this be my all-time favorite strain? I feel as if this is quite simply the classic stoner-weed. It's perfect if you need a few hours of sleep, or if you need to get through a few hours of work. This is probably a good go-to strain for anyone, no matter if they are recreational smokers, or strictly medicinal smokers. Love this strain. I would highly recommend you picking yourself up at least a half OZ if you roll up on some.",5,og-kush
HydraDelDiablo,"First strain i've ever smoked, i loved it, it's hard to compare to anything else other than marijuana. Taste was thick, creamy &amp; very good, the high was very nice, relaxing and somewhat made the inside of my mouth feel tiny, overall my body was completely relaxed, didn't feel like moving an inch as my body felt very very relaxed, didn't want to do anything other then listning to music or simply watching videos. Buzz was the first thing i felt, my cheek muscles couldn't help but react, i felt like i was smiling and i loved it, felt happy for the first time in a long time. I did feel dizzy, but in a very very good way.",5,og-kush
idontgiveafuck,"Just picked up some OG Kush for the first time yesterday and it was my first smoke after a short tbreak. This strain is really great for just relaxing and spacing out, but it is really potent and has a partially psychedelic high so new or low tolerance users need to be careful. If you do have a low tolerance, 1-3 hits should be fine but a fat bowl would get you stoned as fuck",4,og-kush
Anonymous,"If you see this at a dispensary, just get it. It doesn't leave you &quot;stoned&quot; and feeling down hours after you smoke. Clear head, focused, uplifted, and just feeling good. It's strong, but it's a very controlling high and functionable. ",4,og-kush
n00bspanker,"I'm a daily smoker so my tolerance is quite high. OG Kush, no matter what, always gets me completely and utterly stoned. Every single time. My favourite strain and one that I would highly recommend. I feel talkative, euphoric, and energized when it peaks, and I feel relaxed and numb afterwards. Great strain for morning use and also at nighttime before bed.",5,og-kush
OGkush8,My favorite strain ,5,og-kush
Chase1001,"Wow, this strain ranks right up there with the big dogs (i.e. Blackberry kush, skywalker, strawberry cough, ect.) Very great and long lasting sativa high, that flows nice and evenly into a heavy indica body buzz. Packed a nice size bowl, kicked my feet up, put on some music, and took 3 tokes and i was in wonderland, BOOM! Lol, very nice earthy, sandy taste, with a small lemon kick, very nice, smooth flavor :) very nice looking flowers as well, nice and darkish emerald green, with tones of earth and dirt, as well as faded orange hairs all around. My personal opinion 10/10, THE ORIGINAL OG!!! :D",5,og-kush
